date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,DEWP,wd,WSPM,station
2013-03-01 00:00:00,3.0,6.0,3.0,8.0,300.0,44.0,-0.9,-20.5,14.0,9.3,Shunyi
2013-03-01 01:00:00,12.0,12.0,3.0,7.0,300.0,47.0,-1.1,-21.3,14.0,9.4,Shunyi
2013-03-01 02:00:00,14.0,14.0,3.0,7.0,200.0,22.0,-1.7,-23.0,14.0,8.6,Shunyi
2013-03-01 03:00:00,12.0,12.0,3.0,5.0,200.0,16.5,-2.1,-23.3,14.0,6.6,Shunyi
2013-03-01 04:00:00,12.0,12.0,3.0,6.0,200.0,11.0,-2.4,-22.9,14.0,4.5,Shunyi
2013-03-01 05:00:00,11.0,11.0,3.0,7.0,200.0,45.0,-2.8,-22.1,15.0,1.7,Shunyi
2013-03-01 06:00:00,12.0,12.0,3.0,9.0,300.0,74.0,-4.0,-21.2,1.0,1.6,Shunyi
2013-03-01 07:00:00,13.0,13.0,3.0,23.0,300.0,59.0,-2.4,-21.3,2.0,1.7,Shunyi
2013-03-01 08:00:00,8.0,8.0,3.0,19.0,400.0,66.0,-1.0,-21.8,15.0,2.7,Shunyi
2013-03-01 09:00:00,3.0,6.0,3.0,21.0,400.0,60.0,0.0,-22.9,9.0,0.8,Shunyi
2013-03-01 10:00:00,3.0,6.0,3.0,22.0,400.0,64.0,0.7,-21.6,15.0,2.5,Shunyi
2013-03-01 11:00:00,6.0,6.0,3.0,16.0,300.0,67.0,1.7,-21.5,15.0,1.4,Shunyi
2013-03-01 12:00:00,8.0,8.0,3.0,12.0,300.0,64.0,2.8,-20.6,2.0,2.1,Shunyi
2013-03-01 13:00:00,5.0,5.0,3.0,9.0,300.0,74.0,3.7,-20.6,2.0,2.1,Shunyi
2013-03-01 14:00:00,5.0,5.0,3.0,10.0,400.0,73.0,4.6,-20.7,3.0,3.4,Shunyi
2013-03-01 15:00:00,8.0,8.0,3.0,11.0,400.0,75.0,5.2,-20.2,2.0,2.6,Shunyi
2013-03-01 16:00:00,7.0,7.0,3.0,12.0,400.0,73.0,4.9,-20.4,1.0,1.0,Shunyi
2013-03-01 17:00:00,10.0,10.0,3.0,12.0,400.0,78.0,4.1,-19.5,15.0,2.0,Shunyi
2013-03-01 18:00:00,3.0,6.0,3.0,18.0,400.0,76.0,2.3,-17.3,14.0,0.6,Shunyi
2013-03-01 19:00:00,3.0,8.0,3.0,21.0,400.0,71.0,1.6,-19.0,0.0,1.9,Shunyi
2013-03-01 20:00:00,13.0,13.0,3.0,17.0,500.0,70.0,0.6,-18.7,2.0,2.0,Shunyi
2013-03-01 21:00:00,9.0,14.0,3.0,14.0,500.0,72.0,0.2,-18.5,3.0,2.5,Shunyi
2013-03-01 22:00:00,5.0,11.0,3.0,11.0,400.0,74.0,-0.3,-18.5,3.0,2.2,Shunyi
2013-03-01 23:00:00,9.0,11.0,3.0,8.0,400.0,78.0,-0.7,-17.9,2.0,2.8,Shunyi
2013-03-02 00:00:00,5.0,7.0,3.0,8.0,300.0,78.0,-1.0,-18.1,2.0,3.2,Shunyi
2013-03-02 01:00:00,3.0,6.0,3.0,8.0,300.0,76.0,-1.5,-18.1,4.0,1.0,Shunyi
2013-03-02 02:00:00,4.0,4.0,3.0,8.0,300.0,77.0,-1.6,-18.2,2.0,2.1,Shunyi
2013-03-02 03:00:00,8.0,8.0,3.0,8.0,300.0,77.0,-2.0,-18.1,1.0,1.4,Shunyi
2013-03-02 04:00:00,6.0,6.0,3.0,8.0,300.0,78.0,-2.5,-17.7,0.0,1.7,Shunyi
2013-03-02 05:00:00,6.0,6.0,9.0,31.0,500.0,52.0,-3.1,-17.1,0.0,0.7,Shunyi
2013-03-02 06:00:00,4.0,6.0,13.0,33.0,700.0,45.0,-2.8,-17.2,15.0,0.9,Shunyi
2013-03-02 07:00:00,13.0,9.0,12.0,31.0,700.0,49.0,-2.7,-16.4,0.0,1.3,Shunyi
2013-03-02 08:00:00,12.0,12.0,8.0,31.0,500.0,48.0,-1.5,-16.5,0.0,1.6,Shunyi
2013-03-02 09:00:00,12.0,10.0,20.0,54.0,800.0,25.0,-0.4,-16.7,14.0,1.7,Shunyi
2013-03-02 10:00:00,26.0,35.0,18.0,39.0,700.0,42.0,0.7,-17.1,10.0,0.5,Shunyi
2013-03-02 11:00:00,18.0,32.0,15.0,26.0,600.0,56.0,1.6,-16.8,9.0,1.6,Shunyi
2013-03-02 12:00:00,19.0,22.0,17.0,45.0,600.0,37.0,2.1,-16.9,10.0,1.1,Shunyi
2013-03-02 13:00:00,12.0,14.0,15.0,60.0,800.0,34.0,2.8,-16.3,2.0,1.0,Shunyi
2013-03-02 14:00:00,18.0,23.0,21.0,67.0,1000.0,27.0,3.1,-16.6,0.0,1.2,Shunyi
2013-03-02 15:00:00,32.0,34.0,22.0,66.0,1100.0,30.0,3.2,-16.0,2.0,0.5,Shunyi
2013-03-02 16:00:00,43.0,47.0,24.0,68.0,1100.0,30.0,3.1,-15.6,0.0,1.8,Shunyi
2013-03-02 17:00:00,49.0,55.0,23.0,61.0,1000.0,37.0,2.2,-15.4,3.0,1.4,Shunyi
2013-03-02 18:00:00,38.0,51.0,23.0,61.0,1000.0,34.0,1.7,-14.9,3.0,1.5,Shunyi
2013-03-02 19:00:00,52.0,54.0,26.0,76.0,1200.0,18.0,1.1,-14.6,3.0,1.3,Shunyi
2013-03-02 20:00:00,69.0,82.0,35.0,87.0,1700.0,8.0,0.7,-14.5,2.0,1.4,Shunyi
2013-03-02 21:00:00,96.0,104.0,53.0,90.0,2000.0,4.0,-0.1,-13.8,3.0,0.8,Shunyi
2013-03-02 22:00:00,108.0,123.0,46.0,88.0,2000.0,4.0,-0.2,-13.2,1.0,1.0,Shunyi
2013-03-02 23:00:00,130.0,136.0,70.0,88.0,2600.0,4.0,-0.9,-14.8,0.0,1.6,Shunyi
2013-03-03 00:00:00,125.0,153.0,45.0,85.0,2600.0,4.0,-1.2,-13.4,0.0,1.4,Shunyi
2013-03-03 01:00:00,96.0,118.0,40.0,81.0,1899.0,3.0,-2.1,-12.2,13.0,1.0,Shunyi
2013-03-03 02:00:00,84.0,92.0,42.0,84.0,2000.0,4.0,-3.8,-11.1,14.0,0.2,Shunyi
2013-03-03 03:00:00,80.0,90.0,25.0,85.0,2000.0,4.0,-4.6,-10.2,0.0,0.1,Shunyi
2013-03-03 04:00:00,81.0,92.0,11.0,82.0,3000.0,5.0,-3.8,-10.9,0.0,1.1,Shunyi
2013-03-03 05:00:00,120.0,106.0,10.0,76.0,3000.0,4.0,-5.3,-9.9,1.0,1.1,Shunyi
2013-03-03 06:00:00,88.0,108.0,10.0,73.0,2500.0,3.0,-4.1,-11.4,14.0,0.8,Shunyi
2013-03-03 07:00:00,92.0,97.0,8.0,67.0,3500.0,3.0,-2.6,-11.9,15.0,1.4,Shunyi
2013-03-03 08:00:00,113.0,122.0,23.0,65.0,2700.0,3.0,-0.1,-12.7,0.0,2.1,Shunyi
2013-03-03 09:00:00,99.0,114.0,67.0,62.0,2200.0,6.0,2.4,-13.0,0.0,1.0,Shunyi
2013-03-03 10:00:00,88.0,95.0,66.0,61.0,1800.0,15.0,4.8,-12.7,13.0,0.9,Shunyi
2013-03-03 11:00:00,85.0,92.0,61.0,65.0,1700.0,26.0,9.3,-12.6,8.0,1.4,Shunyi
2013-03-03 12:00:00,95.0,106.0,60.0,73.0,1700.0,28.0,11.8,-13.3,8.0,2.2,Shunyi
2013-03-03 13:00:00,109.0,123.0,58.0,84.0,1600.0,25.0,14.5,-12.7,12.0,4.7,Shunyi
2013-03-03 14:00:00,99.0,114.0,48.0,78.0,1399.0,33.0,15.9,-12.5,12.0,3.4,Shunyi
2013-03-03 15:00:00,70.0,107.0,28.0,64.0,1100.0,44.0,15.6,-12.8,0.0,3.1,Shunyi
2013-03-03 16:00:00,45.0,96.0,23.0,42.0,900.0,64.0,14.9,-12.4,2.0,1.6,Shunyi
2013-03-03 17:00:00,41.0,73.0,15.0,34.0,800.0,72.0,13.0,-13.1,0.0,1.1,Shunyi
2013-03-03 18:00:00,42.0,67.0,10.0,36.0,700.0,70.0,8.4,-11.0,0.0,0.0,Shunyi
2013-03-03 19:00:00,39.0,66.0,11.0,49.0,700.0,47.0,5.3,-9.7,14.0,0.9,Shunyi
2013-03-03 20:00:00,26.0,67.0,25.0,63.0,800.0,27.0,10.4,-12.3,15.0,2.4,Shunyi
2013-03-03 21:00:00,34.0,64.0,20.0,60.0,1300.0,27.0,7.4,-8.3,14.0,1.5,Shunyi
2013-03-03 22:00:00,47.0,68.0,16.0,44.0,1100.0,44.0,5.9,-11.3,0.0,1.4,Shunyi
2013-03-03 23:00:00,38.0,55.0,19.0,54.0,1000.0,28.0,8.7,-11.3,14.0,4.2,Shunyi
2013-03-04 00:00:00,32.0,55.0,35.0,55.0,1200.0,29.0,8.9,-11.2,14.0,4.5,Shunyi
2013-03-04 01:00:00,39.0,54.0,18.0,32.0,1000.0,48.0,7.8,-11.0,14.0,2.6,Shunyi
2013-03-04 02:00:00,30.0,50.0,9.0,15.0,700.0,68.0,5.7,-11.4,0.0,1.5,Shunyi
2013-03-04 03:00:00,16.0,26.0,13.0,13.0,500.0,71.0,3.0,-12.1,13.0,1.1,Shunyi
2013-03-04 04:00:00,3.0,8.0,12.0,16.0,500.0,69.0,4.9,-12.6,8.0,2.1,Shunyi
2013-03-04 05:00:00,3.0,8.0,5.0,11.0,400.0,77.0,2.2,-12.1,6.0,1.0,Shunyi
2013-03-04 06:00:00,3.0,9.0,6.0,22.0,500.0,60.0,2.6,-12.1,2.0,1.4,Shunyi
2013-03-04 07:00:00,9.0,14.0,15.0,53.0,800.0,24.0,5.2,-11.9,1.0,1.2,Shunyi
2013-03-04 08:00:00,11.0,21.0,15.0,67.0,1399.0,13.0,8.2,-12.3,2.0,3.1,Shunyi
2013-03-04 09:00:00,15.0,33.0,13.0,32.0,700.0,56.0,9.6,-13.6,2.0,1.5,Shunyi
2013-03-04 10:00:00,10.0,14.0,6.0,19.0,600.0,72.0,11.1,-13.8,5.0,1.4,Shunyi
2013-03-04 11:00:00,3.0,9.0,6.0,17.0,500.0,76.0,12.0,-13.1,4.0,1.7,Shunyi
2013-03-04 12:00:00,3.0,7.0,5.0,15.0,500.0,83.0,13.4,-13.6,12.0,3.5,Shunyi
2013-03-04 13:00:00,5.0,8.0,6.0,18.0,500.0,83.0,14.4,-13.7,15.0,2.9,Shunyi
2013-03-04 14:00:00,3.0,9.0,8.0,19.0,500.0,82.0,15.0,-14.2,0.0,3.5,Shunyi
2013-03-04 15:00:00,3.0,6.0,8.0,19.0,500.0,82.0,16.0,-14.5,11.0,3.2,Shunyi
2013-03-04 16:00:00,13.0,8.0,8.0,21.0,500.0,84.0,14.9,-13.3,9.0,3.0,Shunyi
2013-03-04 17:00:00,8.0,10.0,10.0,32.0,500.0,69.0,12.8,-13.3,10.0,1.8,Shunyi
2013-03-04 18:00:00,18.0,28.0,7.0,55.0,700.0,50.0,10.6,-13.5,9.0,1.6,Shunyi
2013-03-04 19:00:00,25.0,47.0,8.0,91.0,900.0,25.0,8.9,-12.3,7.0,1.3,Shunyi
2013-03-04 20:00:00,37.0,60.0,15.0,103.0,1100.0,10.0,7.5,-11.3,7.0,1.5,Shunyi
2013-03-04 21:00:00,52.0,84.0,24.0,104.0,1399.0,4.0,7.0,-10.3,7.0,1.6,Shunyi
2013-03-04 22:00:00,63.0,97.0,30.0,107.0,1500.0,4.0,6.6,-10.7,8.0,1.6,Shunyi
2013-03-04 23:00:00,72.0,103.0,32.0,103.0,1600.0,84.0,6.2,-10.6,7.0,1.6,Shunyi
2013-03-05 00:00:00,80.0,100.0,32.0,96.0,1500.0,84.0,4.7,-9.9,5.0,1.5,Shunyi
2013-03-05 01:00:00,82.0,100.0,28.0,90.0,1800.0,84.0,2.2,-9.4,2.0,0.9,Shunyi
2013-03-05 02:00:00,93.0,106.0,16.5,5.0,200.0,84.0,2.2,-10.7,1.0,1.7,Shunyi
2013-03-05 03:00:00,98.0,116.0,5.0,4.0,200.0,84.0,0.5,-8.2,1.0,0.2,Shunyi
2013-03-05 04:00:00,110.0,133.0,5.0,39.5,200.0,84.0,0.2,-9.0,1.0,1.7,Shunyi
2013-03-05 05:00:00,108.0,127.0,5.0,75.0,1500.0,84.0,0.3,-7.5,1.0,0.0,Shunyi
2013-03-05 06:00:00,104.0,116.0,15.0,72.0,2100.0,84.0,-0.1,-8.3,2.0,1.0,Shunyi
2013-03-05 07:00:00,100.0,108.0,17.0,68.0,2299.0,84.0,1.7,-7.6,2.0,1.0,Shunyi
2013-03-05 08:00:00,103.0,111.0,35.0,65.0,2399.0,84.0,5.3,-7.9,7.0,1.3,Shunyi
